record_id,redcap_event_name,information_timestamp,consent,subject_id_quest,information_complete,nfc_timestamp,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nfc_07,nfc_08,nfc_09,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_complete,bis_11_timestamp,bis11_01,bis11_02,bis11_03,bis11_04,bis11_05,bis11_06,bis11_07,bis11_08,bis11_09,bis11_10,bis11_11,bis11_12,bis11_13,bis11_14,bis11_15,bis11_16,bis11_17,bis11_18,bis11_19,bis11_20,bis11_21,bis11_22,bis11_23,bis11_24,bis11_25,bis11_26,bis11_27,bis11_28,bis11_29,bis11_30,bis_11_complete,bscs_timestamp,bscs_1,bscs_2,bscs_3,bscs_4,bscs_5,bscs_6,bscs_7,bscs_8,bscs_9,bscs_10,bscs_11,bscs_12,bscs_13,bscs_complete,srs_timestamp,srs_01,srs_02,srs_03,srs_04,srs_05,srs_06,srs_07,srs_08,srs_09,srs_10,srs_complete,erq_timestamp,erq_01,erq_02,erq_03,erq_04,erq_05,erq_06,erq_07,erq_08,erq_09,erq_10,erq_complete,who5_timestamp,who5_1,who5_2,who5_3,who5_4,who5_5,who5_complete,cdrisc_timestamp,risc_01,risc_04,risc_06,risc_07,risc_08,risc_11,risc_14,risc_16,risc_17,risc_19,cdrisc_complete,acs_timestamp,acs_01,acs_02,acs_03,acs_04,acs_05,acs_06,acs_07,acs_08,acs_09,acs_10,acs_11,acs_12,acs_13,acs_14,acs_15,acs_16,acs_17,acs_18,acs_19,acs_20,acs_complete,flexer_timestamp,flexer_01,flexer_02,flexer_03,flexer_04,flexer_05,flexer_06,flexer_07,flexer_08,flexer_09,flexer_10,flexer_complete,lay_beliefs_timestamp,layb_01,layb_02,layb_03,layb_04,lay_beliefs_complete,appointment_timestamp,appointment_complete,subject_id_lab,vl,date,preparatory_coged_complete,general_questions_timestamp,age,gender,edu,state,general_questions_complete,inclusion,inclusion_0___1,inclusion_0___2,inclusion_0_2,researcher_questions_complete,nasatlx_aversion_timestamp,nasa_tlx_1,nasa_tlx_2,nasa_tlx_3,nasa_tlx_4,nasa_tlx_5,nasa_tlx_6,avers,nasatlx_aversion_complete,nasatlx_aversion2_timestamp,nasa_tlx_1b,nasa_tlx_2b,nasa_tlx_3b,nasa_tlx_4b,nasa_tlx_5b,nasa_tlx_6b,aversb,nasatlx_aversion2_complete,nasatlx_aversion3_timestamp,nasa_tlx_1c,nasa_tlx_2c,nasa_tlx_3c,nasa_tlx_4c,nasa_tlx_5c,nasa_tlx_6c,aversc,nasatlx_aversion3_complete,nasatlx_aversion4_timestamp,nasa_tlx_1d,nasa_tlx_2d,nasa_tlx_3d,nasa_tlx_4d,nasa_tlx_5d,nasa_tlx_6d,aversd,nasatlx_aversion4_complete,followup_coged_timestamp,followup_adherence,followup_motivation,followup_motivation_other,followup_coged_complete,t1_psychopy_ed_csv,t1_psychopy_nback_csv,t1_psychopy_randch_log,t1_session_notes,files_coged_complete,record_id_2,vl_er,date_er,preparatory_ered_complete,emg_eeg,emg_vhdr,emg_vmrk,er_psychopy_csv,ed_psychopy_csv,t2_session_notes,files_ered_complete,followup_ered_timestamp,nachb_01,nachb_01_inhalt,nachb_02,nachb_02_inhalt,nachb_03,nachb_07,nachb_07_inhalt,nachb_08,nachb_08_inhalt,nachb_08_haeufig,nachb_08_zurueck,followup_ered_complete
86_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P18M06,JZ,,2,,,,,,,2,,1,Distraction and distancing were the only two effective strategies.,1,,Was least effortful.,0,,0,,,,2
87,t1_questionnaires_arm_1,02.11.2022 11:57,1,M09A06,2,02.11.2022 11:59,1,0,1,-2,1,0,2,0,-2,-1,-2,-1,-2,-1,-2,-2,2,02.11.2022 12:03,2,3,4,2,2,3,2,4,3,2,1,2,2,2,3,2,1,2,3,2,1,3,1,1,1,2,3,2,2,2,2,02.11.2022 12:05,3,3,4,2,3,3,5,2,3,3,4,3,2,2,02.11.2022 12:10,3,3,3,4,2,3,2,3,1,2,2,02.11.2022 12:11,5,5,5,2,5,3,5,5,6,5,2,02.11.2022 12:12,4,4,3,3,2,2,02.11.2022 12:13,5,5,3,5,5,3,4,5,3,6,2,02.11.2022 12:16,3,2,2,2,1,2,1,2,2,2,2,1,2,3,1,2,3,2,2,2,2,02.11.2022 12:18,3,3,4,3,2,2,2,3,4,3,2,02.11.2022 12:19,5,4,6,4,2,02.11.2022 12:21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M09A06,JZ,17.11.2022,2,17.11.2022 09:05,27,2,3,0,2,1,0,0,,2,17.11.2022 09:18,14,2,1,18,16,2,1,2,17.11.2022 09:27,13,2,6,10,13,5,2,2,17.11.2022 09:36,14,2,7,11,16,8,2,2,17.11.2022 09:44,19,2,10,4,18,15,10,2,17.11.2022 09:54,1,4,,2,M09A06_t1_ED.csv,M09A06_t1_nback.csv,M09A06_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,,
87,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M09A06,JZ,24.11.2022,2,M09A06.eeg,M09A06.vhdr,M09A06.vmrk,M09A06_t2_ER.csv,M09A06_t2_ED.csv,,2,24.11.2022 09:54,1,Den Blick auf dem Bild zuhalten bzw. nicht in Hintergrund zu verschwinden.,1,,"Erschien, die einfachste zu sein.",1,"Blickverfolgung, dass die Versuchspersonen auch wirklich das Bild anschauen oder wie lange welche Abschnitte betrachte werden und wann dann die Reaktion kommt.",0,,,,2
87_final,t1_questionnaires_arm_1,,1,M09A06,2,,1,0,1,-2,1,0,2,0,-2,-1,-2,-1,-2,-1,-2,-2,2,,2,3,4,2,2,3,2,4,3,2,1,2,2,2,3,2,1,2,3,2,1,3,1,1,1,2,3,2,2,2,2,,3,3,4,2,3,3,5,2,3,3,4,3,2,2,,3,3,3,4,2,3,2,3,1,2,2,,5,5,5,2,5,3,5,5,6,5,2,,4,4,3,3,2,2,,5,5,3,5,5,3,4,5,3,6,2,,3,2,2,2,1,2,1,2,2,2,2,1,2,3,1,2,3,2,2,2,2,,3,3,4,3,2,2,2,3,4,3,2,,5,4,6,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M09A06,JZ,,2,,27,2,3,0,2,1,0,0,,2,,14,2,1,18,16,2,1,2,,13,2,6,10,13,5,2,2,,14,2,7,11,16,8,2,2,,19,2,10,4,18,15,10,2,,1,4,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
87_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M09A06,JZ,,2,,,,,,,2,,1,Keeping the gaze on the picture and not disappearing into the background.,1,,Seemed to be easiest.,1,Eye tracking to see whether the participant is actually looking and how long they look at which section and when the reaction comes.,0,,,,2
88,t1_questionnaires_arm_1,02.11.2022 13:09,1,R29L07,2,02.11.2022 13:11,2,0,1,-1,1,2,0,-2,-2,0,-1,0,1,2,0,-2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88_final,t1_questionnaires_arm_1,,1,R29L07,2,,2,0,1,-1,1,2,0,-2,-2,0,-1,0,1,2,0,-2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,t1_questionnaires_arm_1,02.11.2022 14:51,1,Z02T02,2,02.11.2022 14:54,2,1,0,-3,3,0,0,0,-2,-2,-1,0,-1,0,-2,-1,2,02.11.2022 14:57,2,2,3,2,3,3,4,2,1,2,1,3,3,3,3,3,3,3,2,2,1,2,3,3,2,3,3,3,3,2,2,02.11.2022 14:59,2,4,2,4,3,3,5,1,3,5,3,2,2,2,02.11.2022 15:00,2,2,2,3,3,2,2,3,2,2,2,02.11.2022 15:02,4,3,5,2,2,6,6,4,6,5,2,02.11.2022 15:03,4,4,4,3,3,2,02.11.2022 15:04,4,3,6,6,4,3,5,3,3,5,2,02.11.2022 15:07,3,3,2,2,3,3,3,2,3,3,2,3,3,1,2,2,2,2,3,2,2,02.11.2022 15:09,3,2,2,2,3,3,2,2,1,2,2,02.11.2022 15:09,2,5,3,4,2,02.11.2022 15:10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z02T02,MH,11.11.2022,2,11.11.2022 10:42,22,1,3,0,2,1,0,0,,2,11.11.2022 10:57,10,1,12,18,17,8,3,2,11.11.2022 11:07,7,1,9,19,13,1,1,2,11.11.2022 11:17,18,1,14,12,14,8,6,2,11.11.2022 11:27,20,1,18,7,17,17,14,2,11.11.2022 11:37,1,1,,2,Z02T02_t1_ED.csv,Z02T02_t1_nback.csv,Z02T02_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,,
89,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z02T02,MH,18.11.2022,2,Z02T02.eeg,Z02T02.vhdr,Z02T02.vmrk,Z02T02_t2_ER.csv,Z02T02_t2_ED.csv,,2,18.11.2022 11:36,0,,1,,"Fiel mir am leichtesten, wende ich im Alltag am häufigsten an  ",0,,0,,,,2
89_final,t1_questionnaires_arm_1,,1,Z02T02,2,,2,1,0,-3,3,0,0,0,-2,-2,-1,0,-1,0,-2,-1,2,,2,2,3,2,3,3,4,2,1,2,1,3,3,3,3,3,3,3,2,2,1,2,3,3,2,3,3,3,3,2,2,,2,4,2,4,3,3,5,1,3,5,3,2,2,2,,2,2,2,3,3,2,2,3,2,2,2,,4,3,5,2,2,6,6,4,6,5,2,,4,4,4,3,3,2,,4,3,6,6,4,3,5,3,3,5,2,,3,3,2,2,3,3,3,2,3,3,2,3,3,1,2,2,2,2,3,2,2,,3,2,2,2,3,3,2,2,1,2,2,,2,5,3,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z02T02,MH,,2,,22,1,3,0,2,1,0,0,,2,,10,1,12,18,17,8,3,2,,7,1,9,19,13,1,1,2,,18,1,14,12,14,8,6,2,,20,1,18,7,17,17,14,2,,1,1,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
89_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z02T02,MH,,2,,,,,,,2,,0,,1,,"Found it easiest	 use it most often in daily life.",0,,0,,,,2
90,t1_questionnaires_arm_1,02.11.2022 21:09,1,D17S02,2,02.11.2022 21:12,-1,0,-1,-2,2,-1,-1,0,-2,1,-1,-2,-1,0,-1,-2,2,02.11.2022 21:15,3,2,1,3,2,3,3,3,3,2,1,3,4,2,2,1,2,1,2,2,1,2,1,2,1,2,1,1,3,4,2,02.11.2022 21:16,4,2,3,2,2,4,2,3,2,2,4,1,2,2,02.11.2022 21:17,3,3,3,3,3,2,3,3,3,3,2,02.11.2022 21:19,5,1,5,1,2,1,5,3,1,6,2,02.11.2022 21:20,4,4,4,3,4,2,02.11.2022 21:21,6,5,5,4,5,5,5,3,5,5,2,02.11.2022 21:24,3,2,2,3,3,2,1,2,3,3,2,2,3,2,1,2,4,2,3,2,2,02.11.2022 21:26,2,2,2,2,2,2,3,2,1,2,2,02.11.2022 21:27,4,2,4,4,2,02.11.2022 21:27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D17S02,JZ,18.11.2022,2,18.11.2022 10:32,22,2,3,0,2,1,0,0,,2,18.11.2022 10:45,12,3,16,17,12,2,4,2,18.11.2022 10:54,15,4,13,15,15,4,5,2,18.11.2022 11:04,17,3,17,11,16,7,8,2,18.11.2022 11:13,18,2,16,9,16,5,5,2,18.11.2022 11:23,1,2,,2,D17S02_t1_ED.csv,D17S02_t1_nback.csv,D17S02_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,,
90,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D17S02,JK,25.11.2022,2,D17S02.eeg,D17S02.vhdr,D17S02.vmrk,D17S02_t2_ER.csv,D17S02_t2_ED.csv,,2,25.11.2022 11:37,1,"Dass es sehr vom Motiv des Bildes abhing, ob ich es emotional verstörend fand. (Bsp. haben mich die lebenden ""gruseligen"" tiere (gefühlt) nicht so belastet)",1,,"Weil ich das Gefühl hatte, meine Emotionen dadurch am besten kontrollieren zu können.   ",0,,0,,,,2
90_final,t1_questionnaires_arm_1,,1,D17S02,2,,-1,0,-1,-2,2,-1,-1,0,-2,1,-1,-2,-1,0,-1,-2,2,,3,2,1,3,2,3,3,3,3,2,1,3,4,2,2,1,2,1,2,2,1,2,1,2,1,2,1,1,3,4,2,,4,2,3,2,2,4,2,3,2,2,4,1,2,2,,3,3,3,3,3,2,3,3,3,3,2,,5,1,5,1,2,1,5,3,1,6,2,,4,4,4,3,4,2,,6,5,5,4,5,5,5,3,5,5,2,,3,2,2,3,3,2,1,2,3,3,2,2,3,2,1,2,4,2,3,2,2,,2,2,2,2,2,2,3,2,1,2,2,,4,2,4,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D17S02,JZ,,2,,22,2,3,0,2,1,0,0,,2,,12,3,16,17,12,2,4,2,,15,4,13,15,15,4,5,2,,17,3,17,11,16,7,8,2,,18,2,16,9,16,5,5,2,,1,2,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
90_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D17S02,JK,,2,,,,,,,2,,1,"It varied a lot with the pictures whether I found it emotionally unsettling	 e.g. the living scary animals were not that much of a burden.",1,,Had the feeling that I could control my emotions best.,0,,0,,,,2
91,t1_questionnaires_arm_1,[not completed],,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91_final,t1_questionnaires_arm_1,,,NOCODE,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,t1_questionnaires_arm_1,03.11.2022 12:23,1,T02R04,2,03.11.2022 12:25,1,3,1,-2,3,1,-2,-1,-1,-2,-2,-1,0,0,-2,-2,2,03.11.2022 12:28,1,2,1,1,2,2,2,2,1,1,2,3,3,1,2,1,2,2,2,2,2,2,2,2,3,2,3,3,1,1,2,03.11.2022 12:29,2,4,3,2,3,3,5,3,3,4,2,4,2,2,03.11.2022 12:31,2,2,2,3,3,2,4,2,3,2,2,03.11.2022 12:33,6,5,6,2,2,3,4,5,3,6,2,03.11.2022 12:34,3,2,3,1,4,2,03.11.2022 12:35,2,2,5,4,3,3,3,2,2,4,2,03.11.2022 12:40,3,3,3,1,2,3,1,3,2,2,2,4,3,4,4,2,2,2,2,2,2,03.11.2022 12:42,2,2,3,3,2,2,2,3,1,2,2,03.11.2022 12:43,4,5,2,4,2,03.11.2022 12:46,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T02R04,MH,11.11.2022,2,11.11.2022 08:56,20,2,3,0,2,1,0,0,,2,11.11.2022 09:11,14,4,18,15,5,9,16,2,11.11.2022 09:20,16,4,18,15,13,12,15,2,11.11.2022 09:29,18,3,18,12,12,13,16,2,11.11.2022 09:38,18,3,18,11,16,14,16,2,11.11.2022 09:48,1,2,,2,T02R04_t1_ED.csv,T02R04_t1_nback.csv,T02R04_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,,
92,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T02R04,MH,18.11.2022,2,T02R04.eeg,T02R04.vhdr,T02R04.vmrk,T02R04_t2_ER.csv,T02R04_t2_ED.csv,,2,18.11.2022 10:04,1,"Beim Versuch, bspw sich zu distanzieren, schienen die Emotionen manchmal umso heftiger",1,,"Um mich herauszufordern, diese Strategie schien mit am interessantesten ",0,,0,,,,2
92_final,t1_questionnaires_arm_1,,1,T02R04,2,,1,3,1,-2,3,1,-2,-1,-1,-2,-2,-1,0,0,-2,-2,2,,1,2,1,1,2,2,2,2,1,1,2,3,3,1,2,1,2,2,2,2,2,2,2,2,3,2,3,3,1,1,2,,2,4,3,2,3,3,5,3,3,4,2,4,2,2,,2,2,2,3,3,2,4,2,3,2,2,,6,5,6,2,2,3,4,5,3,6,2,,3,2,3,1,4,2,,2,2,5,4,3,3,3,2,2,4,2,,3,3,3,1,2,3,1,3,2,2,2,4,3,4,4,2,2,2,2,2,2,,2,2,3,3,2,2,2,3,1,2,2,,4,5,2,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T02R04,MH,,2,,20,2,3,0,2,1,0,0,,2,,14,4,18,15,5,9,16,2,,16,4,18,15,13,12,15,2,,18,3,18,12,12,13,16,2,,18,3,18,11,16,14,16,2,,1,2,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
92_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T02R04,MH,,2,,,,,,,2,,1,"When trying to distance myself	 the emotion sometimes intensified.",1,,"To challenge myself	 the strategy seemed most interesting.",0,,0,,,,2
93,t1_questionnaires_arm_1,03.11.2022 15:43,1,P28D09,2,03.11.2022 15:44,2,2,1,2,3,-1,-1,-1,-2,-2,-1,-2,1,2,-1,-2,2,03.11.2022 15:45,4,2,3,2,1,3,4,3,3,3,2,4,4,2,3,1,1,2,2,3,1,3,1,2,2,2,3,1,3,4,2,03.11.2022 15:46,4,4,4,1,3,4,3,3,5,2,4,2,2,2,03.11.2022 15:47,4,4,3,4,2,3,3,3,1,3,2,03.11.2022 15:48,6,3,5,2,3,2,6,6,3,6,2,03.11.2022 15:48,4,2,4,3,5,2,03.11.2022 15:49,5,3,3,5,6,6,6,6,5,4,2,03.11.2022 15:51,1,1,1,3,4,1,1,3,2,3,1,1,4,2,3,2,4,4,4,4,2,03.11.2022 15:52,2,2,2,1,3,3,3,3,1,2,2,03.11.2022 15:53,5,2,5,2,2,03.11.2022 15:53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P28D09,MH,11.11.2022,2,11.11.2022 11:52,19,2,3,0,2,1,0,0,,2,11.11.2022 12:12,3,2,3,16,3,2,2,2,11.11.2022 12:20,7,2,5,16,8,3,3,2,11.11.2022 12:29,13,3,5,13,11,6,3,2,11.11.2022 12:37,17,2,12,12,14,7,5,2,11.11.2022 12:46,1,2,,2,P28D09_t1_ED.csv,P28D09_t1_nback.csv,P28D09_t1_randomchoice.csv," - Verbindungsprobleme großes Tablet nach  NASA-TLX (1)  - Wechsel zu kleinem Tablet   -> NASA-TLX (1) wurde nicht gespeichert, daher  nochmal ausgefüllt   ",2,,,,,,,,,,,,,,,,,,,,,,,,
