record_id,redcap_event_name,consent,subject_id_quest,information_complete,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nfc_07,nfc_08,nfc_09,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_complete,bis11_01,bis11_02,bis11_03,bis11_04,bis11_05,bis11_06,bis11_07,bis11_08,bis11_09,bis11_10,bis11_11,bis11_12,bis11_13,bis11_14,bis11_15,bis11_16,bis11_17,bis11_18,bis11_19,bis11_20,bis11_21,bis11_22,bis11_23,bis11_24,bis11_25,bis11_26,bis11_27,bis11_28,bis11_29,bis11_30,bis_11_complete,bscs_1,bscs_2,bscs_3,bscs_4,bscs_5,bscs_6,bscs_7,bscs_8,bscs_9,bscs_10,bscs_11,bscs_12,bscs_13,bscs_complete,srs_01,srs_02,srs_03,srs_04,srs_05,srs_06,srs_07,srs_08,srs_09,srs_10,srs_complete,erq_01,erq_02,erq_03,erq_04,erq_05,erq_06,erq_07,erq_08,erq_09,erq_10,erq_complete,who5_1,who5_2,who5_3,who5_4,who5_5,who5_complete,risc_01,risc_04,risc_06,risc_07,risc_08,risc_11,risc_14,risc_16,risc_17,risc_19,cdrisc_complete,acs_01,acs_02,acs_03,acs_04,acs_05,acs_06,acs_07,acs_08,acs_09,acs_10,acs_11,acs_12,acs_13,acs_14,acs_15,acs_16,acs_17,acs_18,acs_19,acs_20,acs_complete,flexer_01,flexer_02,flexer_03,flexer_04,flexer_05,flexer_06,flexer_07,flexer_08,flexer_09,flexer_10,flexer_complete,layb_01,layb_02,layb_03,layb_04,lay_beliefs_complete,appointment_complete,subject_id_lab,vl,date,preparatory_coged_complete,age,gender,edu,state,general_questions_complete,inclusion,inclusion_0___1,inclusion_0___2,inclusion_0_2,researcher_questions_complete,nasa_tlx_1,nasa_tlx_2,nasa_tlx_3,nasa_tlx_4,nasa_tlx_5,nasa_tlx_6,avers,nasatlx_aversion_complete,nasa_tlx_1b,nasa_tlx_2b,nasa_tlx_3b,nasa_tlx_4b,nasa_tlx_5b,nasa_tlx_6b,aversb,nasatlx_aversion2_complete,nasa_tlx_1c,nasa_tlx_2c,nasa_tlx_3c,nasa_tlx_4c,nasa_tlx_5c,nasa_tlx_6c,aversc,nasatlx_aversion3_complete,nasa_tlx_1d,nasa_tlx_2d,nasa_tlx_3d,nasa_tlx_4d,nasa_tlx_5d,nasa_tlx_6d,aversd,nasatlx_aversion4_complete,followup_adherence,followup_motivation,followup_motivation_other,followup_coged_complete,t1_psychopy_ed_csv,t1_psychopy_nback_csv,t1_psychopy_randch_log,t1_session_notes,files_coged_complete,record_id_2,vl_er,date_er,preparatory_ered_complete,emg_eeg,emg_vhdr,emg_vmrk,er_psychopy_csv,ed_psychopy_csv,t2_session_notes,files_ered_complete,nachb_01,nachb_01_inhalt,nachb_02,nachb_02_inhalt,nachb_03,nachb_07,nachb_07_inhalt,nachb_08,nachb_08_inhalt,nachb_08_haeufig,nachb_08_zurueck,followup_ered_complete
116_final,t1_questionnaires_arm_1,1,K31T08,2,3,2,3,-3,3,-3,2,-3,-3,-1,-2,-3,3,2,-3,-2,2,1,3,2,3,1,3,1,2,2,1,1,4,3,3,3,2,3,1,4,2,2,3,1,2,4,4,4,2,4,2,2,2,5,4,2,5,4,5,4,1,4,4,5,5,2,2,1,1,3,4,2,4,1,4,4,2,4,2,4,1,7,2,7,7,5,7,2,3,1,5,1,4,2,5,6,7,7,4,7,7,6,7,7,2,2,3,2,3,3,3,3,4,1,3,1,1,4,2,2,1,2,2,4,3,2,3,2,3,3,2,2,2,3,3,2,2,1,6,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117_final,t1_questionnaires_arm_1,1,B21L11,2,-2,-1,-2,-1,2,3,-1,2,3,1,1,1,-2,-2,1,1,2,2,1,1,3,1,1,3,1,2,2,2,2,2,1,1,2,1,3,1,1,1,2,2,1,1,3,4,2,2,2,2,3,2,3,1,3,4,4,1,3,4,2,3,2,2,3,2,2,4,1,2,3,1,2,2,2,7,5,7,1,6,5,7,7,5,7,2,4,4,3,3,1,2,6,4,5,5,7,6,4,5,5,3,2,4,3,3,1,1,4,4,4,1,2,3,3,2,2,4,4,2,2,2,2,2,3,3,4,3,2,2,3,4,3,1,2,5,3,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B21L11,CS,17.11.2022,2,21,2,3,0,2,1,0,0,,2,7,2,7,10,6,5,12,2,14,2,16,6,13,17,18,2,17,2,17,5,17,18,18,2,19,2,19,6,18,19,20,2,1,3,,2,B21L11_t1_ED.csv,B21L11_t1_nback.csv,B21L11_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
117_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B21L11,CS,24.11.2022,2,B21L11.eeg,B21L11.vhdr,B21L11.vmrk,B21L11_t2_ER.csv,B21L11_t2_ED.csv,,2,0,,1,,Was easiest and best to implement.,0,,0,,,,2
118_final,t1_questionnaires_arm_1,1,B08A08,2,3,3,2,-3,3,-2,-3,-3,-3,-3,-2,-2,3,1,0,-1,2,4,2,3,3,1,4,4,3,4,3,2,3,2,2,4,3,2,2,3,4,4,3,1,1,1,3,2,3,4,4,2,4,3,5,3,2,4,3,5,2,1,4,3,4,2,3,4,4,4,3,2,2,4,3,3,2,6,7,5,2,4,7,6,5,5,4,2,2,3,2,2,2,2,7,7,6,5,5,7,7,5,6,5,2,2,3,1,4,4,1,2,1,4,4,1,3,4,4,1,1,4,4,4,1,2,2,2,3,1,2,2,2,3,2,1,2,5,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B08A08,JZ,28.11.2022,2,27,2,3,0,2,1,0,0,,2,3,1,1,18,3,2,1,2,9,7,2,12,12,16,9,2,19,17,1,8,20,20,20,2,20,18,1,15,17,19,17,2,1,2,,2,B08A08_t1_ED.csv,B08A08_t1_nback.csv,B08A08_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
118_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B08A08,MH,05.12.2022,2,B08A08.eeg,B08A08.vhdr,B08A08.vmrk,B08A08_t2_ER.csv,B08A08_t2_ED.csv,,2,0,,1,,It was a challenge not to show anything.,0,,1,Was shown negative pictures and had to distance myself.,2,150,2
119_final,t1_questionnaires_arm_1,1,Q24R01,2,1,-1,1,-1,1,2,-1,-1,-2,-1,-3,1,-2,-2,2,2,2,3,2,2,1,1,2,2,3,4,4,2,3,3,2,2,1,2,2,3,3,1,1,2,1,1,3,2,2,1,2,2,4,3,4,2,3,3,2,4,4,2,4,1,2,2,4,3,3,3,2,2,3,3,2,4,2,5,3,5,2,3,2,6,5,5,5,2,3,3,4,4,3,2,5,4,3,3,3,5,5,4,6,4,2,3,2,1,2,2,3,1,2,2,3,2,3,3,2,2,2,3,3,3,2,2,2,3,3,4,1,2,2,3,2,2,2,2,3,4,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q24R01,JZ,01.12.2022,2,19,2,3,0,2,1,0,0,,2,4,2,5,19,9,5,8,2,15,3,15,8,15,15,15,2,19,3,19,4,18,20,20,2,20,3,20,1,20,20,20,2,1,3,,2,Q24R01_t1_ED.csv,Q24R01_t1_nback.csv,Q24R01_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
119_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q24R01,JK,08.12.2022,2,Q24R01.eeg,Q24R01.vhdr,Q24R01.vmrk,Q24R01_t2_ER.csv,Q24R01_t2_ED.csv,,2,0,,1,,Was easiest.,0,,1,Rank emotions elicited by pictures.,1,20,2
120_final,t1_questionnaires_arm_1,1,C23A08,2,2,2,1,-3,3,-1,-3,-2,-3,-1,-3,-3,3,2,-3,-1,2,4,2,2,1,2,2,4,3,3,4,1,3,3,1,4,1,2,1,2,4,2,2,2,2,1,2,2,2,3,3,2,4,2,5,2,2,5,2,4,5,1,5,2,2,2,4,4,3,4,1,4,2,4,2,4,2,5,5,4,1,6,1,5,6,5,6,2,3,3,2,1,2,2,6,5,6,4,6,5,4,4,4,4,2,1,1,1,3,3,2,1,2,4,3,1,1,4,4,1,2,4,3,3,1,2,2,2,3,3,2,2,3,2,2,2,2,2,4,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C23A08,MH,29.11.2022,2,22,2,3,0,2,1,0,0,,2,12,4,9,19,11,2,2,2,15,6,15,16,10,8,5,2,18,6,18,8,18,19,19,2,19,7,19,5,19,19,15,2,1,3,,2,C23A08_t1_ED.csv,C23A08_t1_nback.csv,C23A08_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
120_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C23A08,MH,06.12.2022,2,C23A08.eeg,C23A08.vhdr,C23A08.vmrk,C23A08_t2_ER.csv,C23A08_t2_ED.csv,,2,0,,1,,Suppression is very useful and not that exhausting.,0,,0,,,,2
121_final,t1_questionnaires_arm_1,1,D24A05,2,2,2,2,2,3,-1,-2,-2,-3,-2,-2,-3,2,1,-2,-2,2,3,2,4,2,1,2,3,4,3,3,1,3,3,2,3,2,2,1,2,3,1,2,1,2,1,2,1,1,3,4,2,4,2,4,1,2,5,3,4,4,2,4,2,2,2,3,3,4,4,2,3,1,4,1,3,2,5,2,5,2,6,3,6,3,5,7,2,3,3,4,4,4,2,6,5,6,5,6,5,5,4,5,6,2,2,1,2,3,3,2,1,1,3,4,2,2,4,3,3,1,3,3,3,1,2,1,2,2,2,1,2,3,2,2,2,2,5,2,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D24A05,JK,29.11.2022,2,24,1,3,0,2,1,0,0,,2,7,2,9,4,4,12,5,2,13,3,17,6,8,17,12,2,16,3,11,14,13,15,10,2,17,6,18,12,12,16,13,2,1,2,,2,D24A05_t1_ED.csv,D24A05_t1_nback.csv,D24A05_t1_randomchoice.csv,Participant misunderstood instruction and reacted only to every n-th letter. Instructor asked and explained over intercom several times,,,,,,,,,,,,,,,,,,,,,,,,
121_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D24A05,JZ,06.12.2022,2,D24A05.eeg,D24A05.vhdr,D24A05.vmrk,D24A05_t2_ER.csv,D24A05_t2_ED.csv,,2,0,,1,,Most efficient.,0,,0,,,,2
122_final,t1_questionnaires_arm_1,1,R31R02,2,2,0,-1,-1,2,2,-1,1,-1,-2,0,-1,1,-1,-1,-1,2,4,2,3,3,1,3,3,3,4,4,2,3,4,2,3,1,2,2,3,3,1,3,1,1,1,3,3,2,4,4,2,4,2,5,2,2,4,2,4,3,2,5,2,3,2,4,3,3,3,2,3,2,4,2,4,2,5,6,5,3,6,6,6,5,6,6,2,4,3,4,3,4,2,6,6,5,5,5,7,6,6,6,6,2,2,2,4,3,3,2,2,3,3,4,1,2,4,1,2,1,4,4,1,2,2,2,2,1,1,1,1,3,2,2,1,2,4,2,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R31R02,CS,30.11.2022,2,18,2,3,0,2,1,0,0,,2,3,2,5,19,5,2,2,2,5,3,7,16,8,4,2,2,10,7,10,10,10,11,2,2,15,15,14,12,14,13,2,2,1,3,,2,R31R02_t1_ED.csv,R31R02_t1_nback.csv,R31R02_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
122_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R31R02,JZ,07.12.2022,2,R31R02.eeg,R31R02.vhdr,R31R02.vmrk,R31R02_t2_ER.csv,R31R02_t2_ED.csv,,2,0,,1,,Easiest method.,0,,0,,,,2
123_final,t1_questionnaires_arm_1,1,T18N09,2,2,1,0,0,1,-1,0,1,0,-1,-2,0,1,-1,1,-1,2,3,2,2,3,1,1,4,2,3,2,2,3,1,2,3,3,2,2,2,2,3,2,1,2,3,2,2,1,3,4,2,4,2,3,3,4,4,3,2,4,1,4,3,2,2,3,3,3,4,2,3,3,3,2,3,2,5,7,5,4,5,6,6,3,7,6,2,3,2,1,2,4,2,6,4,7,5,7,5,3,4,5,6,2,3,2,3,3,2,4,2,3,3,3,3,1,3,2,1,1,3,2,3,2,2,2,3,2,1,1,1,4,3,2,1,2,4,2,1,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T18N09,MH,23.11.2022,2,27,1,3,0,2,1,0,0,,2,1,1,1,19,3,3,3,2,4,1,3,19,6,6,6,2,13,4,4,13,17,19,11,2,17,3,13,8,19,20,18,2,1,3,,2,T18N09_t1_ED.csv,T18N09_t1_nback.csv,T18N09_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
123_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T18N09,MH,07.12.2022,2,T18N09.eeg,T18N09.vhdr,T18N09.vmrk,T18N09_t2_ER.csv,T18N09_t2_ED.csv,,2,0,,1,,Was easiest for me.,0,,0,,,,2
124_final,t1_questionnaires_arm_1,1,J17T08,2,2,1,1,-1,3,1,-1,0,-1,1,-1,-3,1,0,-2,-2,2,4,3,1,2,3,4,3,2,1,3,1,3,3,2,3,3,2,3,3,2,2,3,4,2,1,4,3,3,1,2,2,2,4,4,2,4,3,5,2,3,5,4,4,4,2,2,2,2,3,2,1,3,2,3,2,2,5,5,6,2,5,3,5,6,4,6,2,2,2,2,1,3,2,5,4,2,3,5,6,3,3,5,3,2,4,4,3,1,1,4,3,4,2,3,2,4,3,1,4,4,2,3,3,2,2,4,2,2,2,3,3,1,2,3,3,2,4,3,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J17T08,JK,28.11.2022,2,19,2,3,0,2,1,0,0,,2,11,3,7,17,7,4,2,2,13,6,6,16,11,5,5,2,16,4,8,11,13,8,9,2,17,3,8,11,12,9,8,2,1,1,,2,J17T08_t1_ED.csv,J17T08_t1_nback.csv,J17T08_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
124_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J17T08,CS,05.12.2022,2,J17T08.eeg,J17T08.vhdr,J17T08.vmrk,J17T08_t2_ER.csv,J17T08_t2_ED.csv,,2,1,The first block was a control block.,1,,Felt most efficient for me.,0,,0,,,,2
125_final,t1_questionnaires_arm_1,1,L01S07,2,3,2,2,-2,3,-2,-2,-1,0,-1,-3,-2,2,2,1,-1,2,4,3,3,3,2,2,3,4,3,4,3,2,2,3,3,2,2,2,1,1,1,2,1,1,2,2,2,1,4,3,2,2,3,4,4,3,2,5,3,4,2,4,3,1,2,3,3,3,4,3,1,3,2,2,3,2,2,7,3,2,7,4,6,7,6,5,2,5,4,4,4,5,2,6,5,6,7,7,5,3,2,5,4,2,3,3,2,1,2,3,2,1,1,2,3,1,2,3,2,3,2,2,2,2,2,2,4,4,3,2,2,3,1,3,2,2,5,2,5,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126_final,t1_questionnaires_arm_1,1,H30M05,2,2,1,1,0,2,1,-1,0,1,0,0,1,0,-1,-2,-2,2,2,3,2,3,2,2,2,3,2,2,1,2,2,3,2,2,1,2,3,1,1,3,3,3,2,3,3,2,3,2,2,3,2,3,2,4,2,4,2,4,3,3,4,3,2,3,2,3,3,2,3,2,3,2,3,2,4,6,5,2,4,5,5,4,5,5,2,4,3,4,2,4,2,5,4,3,4,5,6,5,5,5,4,2,3,2,2,3,3,3,2,2,3,2,2,3,3,2,3,3,2,2,2,2,2,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127_final,t1_questionnaires_arm_1,1,K10M08,2,1,2,-2,-3,3,-2,0,-3,-3,-1,-3,-3,-1,-1,-3,-1,2,3,3,1,2,2,2,3,1,2,3,1,2,1,2,2,2,1,2,3,2,1,1,2,2,1,3,1,2,3,2,2,3,4,3,3,4,3,5,1,2,4,3,5,3,2,3,3,2,3,3,2,3,3,2,2,2,1,5,1,3,1,3,1,1,5,1,2,1,3,1,1,1,2,7,4,3,7,7,7,2,2,2,5,2,2,2,2,4,1,4,4,2,1,4,2,1,4,3,3,3,2,2,2,1,2,4,4,4,4,4,4,1,4,3,4,2,3,6,1,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K10M08,MH,28.11.2022,2,30,2,3,0,2,1,0,0,,2,4,1,7,12,10,4,12,2,7,1,4,10,7,4,7,2,8,1,1,5,11,11,14,2,11,1,1,4,12,9,16,2,1,5,Compare the effort of the level with the monetary value.,2,K10M08_t1_ED.csv,K10M08_t1_nback.csv,K10M08_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
127_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K10M08,MH,05.12.2022,2,K10M08.eeg,K10M08.vhdr,K10M08.vmrk,K10M08_t2_ER.csv,K10M08_t2_ED.csv,,2,0,,1,,Was easiest for me and still gave good results.,0,,0,,,,2
128_final,t1_questionnaires_arm_1,1,K13R08,2,2,1,2,-2,2,-1,-1,-1,-3,-1,-2,-2,2,1,-1,-2,2,3,2,3,3,2,4,3,4,3,3,1,3,3,2,3,1,3,2,3,3,2,2,3,2,1,3,2,1,3,3,2,3,3,4,3,4,2,2,4,4,2,5,4,2,2,3,3,3,3,3,2,3,3,2,3,2,2,6,2,3,3,4,3,5,5,5,2,4,4,4,1,4,2,2,1,4,2,2,2,1,2,3,2,2,2,2,2,3,1,2,2,2,1,3,1,1,3,2,2,1,3,2,4,2,2,3,4,4,3,3,4,2,2,3,2,2,5,3,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K13R08,MH,30.11.2022,2,29,1,3,0,2,1,0,0,,2,14,2,7,20,14,2,5,2,16,2,8,19,17,2,3,2,20,2,13,19,20,4,8,2,20,3,12,15,20,4,7,2,1,5,Compared the gain to the risk of not doing well in the task,2,K13R08_t1_ED.csv,K13R08_t1_nback.csv,K13R08_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
128_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K13R08,JZ,07.12.2022,2,K13R08.eeg,K13R08.vhdr,K13R08.vmrk,K13R08_t2_ER.csv,K13R08_t2_ED.csv,,2,1,Only distraction was very different to the other strategies.,1,,The easier one of the two most effective ones.,1,It is not clear whether effectiveness refers to how much the facial muscles were controlled or how much the emotions were controlled.,0,,,,2
129_final,t1_questionnaires_arm_1,1,Z23N02,2,-1,1,-3,-2,3,-1,-2,-2,-3,1,-2,-2,2,1,-3,-3,2,3,4,4,3,1,4,2,4,4,4,1,3,4,1,3,1,3,4,2,1,4,3,1,1,1,4,2,3,2,4,2,4,4,4,1,2,4,4,5,5,2,4,1,1,2,3,1,1,3,4,3,3,2,1,2,2,2,1,2,1,1,1,4,2,1,3,2,4,2,4,1,4,2,6,2,7,7,2,3,6,7,7,7,2,2,1,2,1,4,4,2,4,1,4,2,4,4,2,4,1,2,1,4,2,2,2,3,4,3,4,4,1,1,1,3,2,1,6,1,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
